affirm ==================================================

Combinations of 5 Words ------------------------------
in, the, part, of, town: 28
get, expensive, in, south: 2
get, expensive, in, part: 2
get, expensive, in, of: 2
get, expensive, in, town: 2
get, expensive, the, south: 2
get, expensive, the, part: 2
get, expensive, the, of: 2
get, expensive, the, town: 2
get, expensive, south, part: 2
get, expensive, south, of: 2
get, expensive, south, town: 2
get, expensive, part, of: 2
get, expensive, part, town: 2
get, expensive, of, town: 2
get, restaurant, in, south: 2
get, restaurant, the, south: 2
get, restaurant, south, part: 2
get, restaurant, south, of: 2
get, restaurant, south, town: 2
get, in, the, south: 2
get, in, south, part: 2
get, in, south, of: 2
get, in, south, town: 2
get, the, south, part: 2
get, the, south, of: 2
get, the, south, town: 2
get, south, part, of: 2
get, south, part, town: 2
get, south, of, town: 2
expensive, restaurant, south, town: 2
expensive, in, south, town: 2
expensive, the, south, town: 2
expensive, south, part, town: 2
expensive, south, of, town: 2
uh, yes, restaurant, thai: 2
uh, yes, that, thai: 2
uh, yes, serves, thai: 2
uh, yes, thai, food: 2
uh, restaurant, that, thai: 2
uh, restaurant, serves, thai: 2
uh, restaurant, thai, food: 2
uh, that, serves, thai: 2
uh, that, thai, food: 2
uh, serves, thai, food: 2
yes, can, have, food: 2
yes, i, have, food: 2
can, i, have, food: 2
yes, that, serves, british: 2
yes, that, british, food: 2
yes, serves, british, food: 2
that, serves, british, food: 2
yes, a, restaurant, thai: 2
yes, a, that, thai: 2
yes, a, serves, thai: 2
yes, a, thai, food: 2
a, restaurant, that, thai: 2
a, restaurant, serves, thai: 2
a, restaurant, thai, food: 2
a, that, serves, thai: 2
a, that, thai, food: 2
a, serves, thai, food: 2
uh, yes, looking, part: 2
uh, yes, for, part: 2
uh, yes, an, in: 2
uh, yes, an, the: 2
uh, yes, an, part: 2
uh, yes, an, of: 2
uh, yes, expensive, in: 2
uh, yes, expensive, the: 2
uh, yes, expensive, part: 2
uh, yes, expensive, of: 2
uh, looking, for, part: 2
uh, looking, an, in: 2
uh, looking, an, the: 2
uh, looking, an, part: 2
uh, looking, an, of: 2
uh, looking, expensive, in: 2
uh, looking, expensive, the: 2
uh, looking, expensive, part: 2
uh, looking, expensive, of: 2
uh, looking, restaurant, part: 2
uh, looking, restaurant, of: 2
uh, looking, in, part: 2
uh, looking, in, of: 2
uh, looking, the, part: 2
uh, looking, the, of: 2
uh, looking, part, of: 2
uh, for, an, in: 2
uh, for, an, the: 2
uh, for, an, part: 2
uh, for, an, of: 2
uh, for, expensive, in: 2
uh, for, expensive, the: 2
uh, for, expensive, part: 2
uh, for, expensive, of: 2
uh, for, restaurant, part: 2
uh, for, restaurant, of: 2
uh, for, in, part: 2
uh, for, in, of: 2
uh, for, the, part: 2
uh, for, the, of: 2
uh, for, part, of: 2
uh, an, expensive, in: 2
uh, an, expensive, the: 2
uh, an, expensive, part: 2
uh, an, expensive, of: 2
uh, an, restaurant, in: 2
uh, an, restaurant, the: 2
uh, an, restaurant, part: 2
uh, an, restaurant, of: 2
uh, an, in, the: 2
uh, an, in, part: 2
uh, an, in, of: 2
uh, an, the, part: 2
uh, an, the, of: 2
uh, an, part, of: 2
uh, expensive, restaurant, in: 2
uh, expensive, restaurant, the: 2
uh, expensive, restaurant, part: 2
uh, expensive, restaurant, of: 2
uh, expensive, in, the: 2
uh, expensive, in, part: 2
uh, expensive, in, of: 2
uh, expensive, the, part: 2
uh, expensive, the, of: 2
uh, expensive, part, of: 2
yes, looking, an, in: 2
yes, looking, an, the: 2
yes, looking, an, part: 2
yes, looking, an, of: 2
yes, looking, expensive, in: 2
yes, looking, expensive, the: 2
yes, looking, expensive, part: 2
yes, looking, expensive, of: 2
yes, for, an, in: 2
yes, for, an, the: 2
yes, for, an, part: 2
yes, for, an, of: 2
yes, for, expensive, in: 2
yes, for, expensive, the: 2
yes, for, expensive, part: 2
yes, for, expensive, of: 2
yes, an, expensive, town: 2
yes, an, restaurant, town: 2
yes, an, in, town: 2
yes, an, the, town: 2
yes, an, part, town: 2
yes, an, of, town: 2
yes, and, it, be: 2
im, looking, restaurant, east: 2
im, looking, in, east: 2
im, looking, the, east: 2
im, looking, east, of: 2
im, looking, east, town: 2
im, restaurant, in, east: 2
im, restaurant, the, east: 2
im, restaurant, east, of: 2
im, restaurant, east, town: 2
im, in, the, east: 2
im, in, east, of: 2
im, in, east, town: 2
im, the, east, of: 2
im, the, east, town: 2
im, east, of, town: 2
looking, for, an, in: 2
looking, for, an, the: 2
looking, for, an, part: 2
looking, for, an, of: 2
looking, for, expensive, in: 2
looking, for, expensive, the: 2
looking, for, expensive, part: 2
looking, for, expensive, of: 2
looking, an, expensive, in: 2
looking, an, expensive, the: 2
looking, an, expensive, part: 2
looking, an, expensive, of: 2
looking, an, restaurant, in: 2
looking, an, restaurant, the: 2
looking, an, restaurant, part: 2
looking, an, restaurant, of: 2
looking, an, in, the: 2
looking, an, in, part: 2
looking, an, in, of: 2
looking, an, the, part: 2
looking, an, the, of: 2
looking, an, part, of: 2
looking, expensive, restaurant, in: 2
looking, expensive, restaurant, the: 2
looking, expensive, restaurant, part: 2
looking, expensive, restaurant, of: 2
looking, expensive, in, the: 2
looking, expensive, in, part: 2
looking, expensive, in, of: 2
looking, expensive, the, part: 2
looking, expensive, the, of: 2
looking, expensive, part, of: 2
looking, restaurant, in, east: 2
looking, restaurant, the, east: 2
looking, restaurant, east, of: 2
looking, restaurant, east, town: 2
looking, in, the, east: 2
looking, in, east, of: 2
looking, in, east, town: 2
looking, the, east, of: 2
looking, the, east, town: 2
looking, east, of, town: 2
for, an, expensive, in: 2
for, an, expensive, the: 2
for, an, expensive, part: 2
for, an, expensive, of: 2
for, an, restaurant, in: 2
for, an, restaurant, the: 2
for, an, restaurant, part: 2
for, an, restaurant, of: 2
for, an, in, the: 2
for, an, in, part: 2
for, an, in, of: 2
for, an, the, part: 2
for, an, the, of: 2
for, an, part, of: 2
for, expensive, restaurant, in: 2
for, expensive, restaurant, the: 2
for, expensive, restaurant, part: 2
for, expensive, restaurant, of: 2
for, expensive, in, the: 2
for, expensive, in, part: 2
for, expensive, in, of: 2
for, expensive, the, part: 2
for, expensive, the, of: 2
for, expensive, part, of: 2
an, expensive, restaurant, town: 2
an, expensive, in, town: 2
an, expensive, the, town: 2
an, expensive, part, town: 2
an, expensive, of, town: 2
an, restaurant, in, town: 2
an, restaurant, the, town: 2
an, restaurant, part, town: 2
an, restaurant, of, town: 2
an, in, the, town: 2
an, in, part, town: 2
an, in, of, town: 2
an, the, part, town: 2
an, the, of, town: 2
an, part, of, town: 2
uh, i, south, part: 2
uh, i, south, of: 2
uh, restaurant, south, part: 2
uh, restaurant, south, of: 2
uh, in, south, part: 2
uh, in, south, of: 2
uh, the, south, part: 2
uh, the, south, of: 2
uh, south, part, of: 2
yes, im, looking, any: 2
yes, im, any, that: 2
yes, im, any, serves: 2
yes, im, any, food: 2
yes, looking, for, any: 2
yes, for, any, that: 2
yes, for, any, serves: 2
yes, for, any, food: 2
im, looking, any, that: 2
im, looking, any, serves: 2
im, looking, any, food: 2
im, any, that, serves: 2
im, any, that, food: 2
im, any, serves, food: 2
looking, for, any, that: 2
looking, for, any, serves: 2
looking, for, any, food: 2
for, any, that, serves: 2
for, any, that, food: 2
for, any, serves, food: 2
yes, i, am, town: 2
yes, i, am, and: 2
yes, i, am, restaurant: 2
yes, i, in, looking: 2
yes, i, in, any: 2
yes, i, in, food: 2
yes, i, the, looking: 2
yes, i, the, any: 2
yes, i, the, food: 2
yes, i, part, and: 2
yes, i, part, looking: 2
yes, i, part, any: 2
yes, i, part, food: 2
yes, i, of, and: 2
yes, i, of, looking: 2
yes, i, of, any: 2
yes, i, of, food: 2
yes, i, town, and: 2
yes, i, town, looking: 2
yes, i, town, any: 2
yes, i, town, food: 2
yes, i, and, looking: 2
yes, i, and, any: 2
yes, i, and, that: 2
yes, i, and, serves: 2
yes, i, looking, restaurant: 2
yes, am, in, town: 2
yes, am, in, and: 2
yes, am, in, looking: 2
yes, am, in, any: 2
yes, am, in, that: 2
yes, am, in, serves: 2
yes, am, in, food: 2
yes, am, the, town: 2
yes, am, the, and: 2
yes, am, the, looking: 2
yes, am, the, any: 2
yes, am, the, that: 2
yes, am, the, serves: 2
yes, am, the, food: 2
yes, am, part, town: 2
yes, am, part, and: 2
yes, am, part, looking: 2
yes, am, part, any: 2
yes, am, part, that: 2
yes, am, part, serves: 2
yes, am, part, food: 2
yes, am, of, town: 2
yes, am, of, and: 2
yes, am, of, looking: 2
yes, am, of, any: 2
yes, am, of, that: 2
yes, am, of, serves: 2
yes, am, of, food: 2
yes, am, town, and: 2
yes, am, town, looking: 2
yes, am, town, any: 2
yes, am, town, that: 2
yes, am, town, serves: 2
yes, am, town, food: 2
yes, am, and, looking: 2
yes, am, and, any: 2
yes, am, and, that: 2
yes, am, and, serves: 2
yes, am, and, food: 2
yes, am, looking, restaurant: 2
yes, in, the, looking: 2
yes, in, the, any: 2
yes, in, part, looking: 2
yes, in, part, any: 2
yes, in, of, looking: 2
yes, in, of, any: 2
yes, in, town, looking: 2
yes, in, town, any: 2
yes, in, and, looking: 2
yes, in, and, any: 2
yes, in, and, that: 2
yes, in, and, serves: 2
yes, in, looking, any: 2
yes, in, looking, that: 2
yes, in, looking, serves: 2
yes, in, looking, food: 2
yes, the, part, looking: 2
yes, the, part, any: 2
yes, the, of, looking: 2
yes, the, of, any: 2
yes, the, town, looking: 2
yes, the, town, any: 2
yes, the, and, looking: 2
yes, the, and, any: 2
yes, the, and, that: 2
yes, the, and, serves: 2
yes, the, looking, any: 2
yes, the, looking, that: 2
yes, the, looking, serves: 2
yes, the, looking, food: 2
yes, the, any, that: 2
yes, the, any, serves: 2
yes, the, any, food: 2
yes, part, of, looking: 2
yes, part, of, any: 2
yes, part, town, looking: 2
yes, part, town, any: 2
yes, part, and, looking: 2
yes, part, and, any: 2
yes, part, and, that: 2
yes, part, and, serves: 2
yes, part, looking, any: 2
yes, part, looking, that: 2
yes, part, looking, serves: 2
yes, part, looking, food: 2
yes, part, any, that: 2
yes, part, any, serves: 2
yes, part, any, food: 2
yes, part, that, food: 2
yes, part, serves, food: 2
yes, of, town, looking: 2
yes, of, town, any: 2
yes, of, and, looking: 2
yes, of, and, any: 2
yes, of, and, that: 2
yes, of, and, serves: 2
yes, of, looking, any: 2
yes, of, looking, that: 2
yes, of, looking, serves: 2
yes, of, looking, food: 2
yes, of, any, that: 2
yes, of, any, serves: 2
yes, of, any, food: 2
yes, of, that, food: 2
yes, of, serves, food: 2
yes, town, and, looking: 2
yes, town, and, any: 2
yes, town, and, that: 2
yes, town, and, serves: 2
yes, town, looking, any: 2
yes, town, looking, that: 2
yes, town, looking, serves: 2
yes, town, looking, food: 2
yes, town, any, that: 2
yes, town, any, serves: 2
yes, town, any, food: 2
yes, town, that, food: 2
yes, town, serves, food: 2
yes, and, looking, any: 2
yes, and, looking, that: 2
yes, and, looking, serves: 2
yes, and, looking, food: 2
yes, and, any, that: 2
yes, and, any, serves: 2
yes, and, any, food: 2
yes, and, that, serves: 2
yes, and, that, food: 2
yes, and, serves, food: 2
i, am, in, town: 2
i, am, in, and: 2
i, am, in, looking: 2
i, am, in, any: 2
i, am, in, that: 2
i, am, in, serves: 2
i, am, in, food: 2
i, am, the, town: 2
i, am, the, and: 2
i, am, the, looking: 2
i, am, the, any: 2
i, am, the, that: 2
i, am, the, serves: 2
i, am, the, food: 2
i, am, part, town: 2
i, am, part, and: 2
i, am, part, looking: 2
i, am, part, any: 2
i, am, part, that: 2
i, am, part, serves: 2
i, am, part, food: 2
i, am, of, town: 2
i, am, of, and: 2
i, am, of, looking: 2
i, am, of, any: 2
i, am, of, that: 2
i, am, of, serves: 2
i, am, of, food: 2
i, am, town, and: 2
i, am, town, looking: 2
i, am, town, any: 2
i, am, town, that: 2
i, am, town, serves: 2
i, am, town, food: 2
i, am, and, looking: 2
i, am, and, any: 2
i, am, and, that: 2
i, am, and, serves: 2
i, am, and, food: 2
i, am, looking, restaurant: 2
i, in, the, looking: 2
i, in, the, any: 2
i, in, part, and: 2
i, in, part, looking: 2
i, in, part, any: 2
i, in, of, and: 2
i, in, of, looking: 2
i, in, of, any: 2
i, in, town, and: 2
i, in, town, looking: 2
i, in, town, any: 2
i, in, and, looking: 2
i, in, and, any: 2
i, in, and, that: 2
i, in, and, serves: 2
i, in, and, food: 2
i, in, looking, any: 2
i, in, looking, that: 2
i, in, looking, serves: 2
i, in, looking, food: 2
i, in, any, that: 2
i, in, any, serves: 2
i, in, any, food: 2
i, in, that, food: 2
i, in, serves, food: 2
i, the, part, and: 2
i, the, part, looking: 2
i, the, part, any: 2
i, the, of, and: 2
i, the, of, looking: 2
i, the, of, any: 2
i, the, town, and: 2
i, the, town, looking: 2
i, the, town, any: 2
i, the, and, looking: 2
i, the, and, any: 2
i, the, and, that: 2
i, the, and, serves: 2
i, the, and, food: 2
i, the, looking, any: 2
i, the, looking, that: 2
i, the, looking, serves: 2
i, the, looking, food: 2
i, the, any, that: 2
i, the, any, serves: 2
i, the, any, food: 2
i, the, that, food: 2
i, the, serves, food: 2
i, part, of, and: 2
i, part, of, looking: 2
i, part, of, any: 2
i, part, town, and: 2
i, part, town, looking: 2
i, part, town, any: 2
i, part, and, looking: 2
i, part, and, any: 2
i, part, and, that: 2
i, part, and, serves: 2
i, part, and, food: 2
i, part, looking, any: 2
i, part, looking, that: 2
i, part, looking, serves: 2
i, part, looking, food: 2
i, part, any, that: 2
i, part, any, serves: 2
i, part, any, food: 2
i, part, that, food: 2
i, part, serves, food: 2
i, of, town, and: 2
i, of, town, looking: 2
i, of, town, any: 2
i, of, and, looking: 2
i, of, and, any: 2
i, of, and, that: 2
i, of, and, serves: 2
i, of, and, food: 2
i, of, looking, any: 2
i, of, looking, that: 2
i, of, looking, serves: 2
i, of, looking, food: 2
i, of, any, that: 2
i, of, any, serves: 2
i, of, any, food: 2
i, of, that, food: 2
i, of, serves, food: 2
i, town, and, looking: 2
i, town, and, any: 2
i, town, and, that: 2
i, town, and, serves: 2
i, town, and, food: 2
i, town, looking, any: 2
i, town, looking, that: 2
i, town, looking, serves: 2
i, town, looking, food: 2
i, town, any, that: 2
i, town, any, serves: 2
i, town, any, food: 2
i, town, that, food: 2
i, town, serves, food: 2
i, and, looking, any: 2
i, and, looking, that: 2
i, and, looking, serves: 2
i, and, looking, food: 2
i, and, any, that: 2
i, and, any, serves: 2
i, and, any, food: 2
i, and, that, serves: 2
i, and, that, food: 2
i, and, serves, food: 2
am, in, the, town: 2
am, in, the, and: 2
am, in, the, looking: 2
am, in, the, any: 2
am, in, the, that: 2
am, in, the, serves: 2
am, in, the, food: 2
am, in, part, town: 2
am, in, part, and: 2
am, in, part, looking: 2
am, in, part, any: 2
am, in, part, that: 2
am, in, part, serves: 2
am, in, part, food: 2
am, in, of, town: 2
am, in, of, and: 2
am, in, of, looking: 2
am, in, of, any: 2
am, in, of, that: 2
am, in, of, serves: 2
am, in, of, food: 2
am, in, town, and: 2
am, in, town, looking: 2
am, in, town, any: 2
am, in, town, that: 2
am, in, town, serves: 2
am, in, town, food: 2
am, in, and, looking: 2
am, in, and, any: 2
am, in, and, that: 2
am, in, and, serves: 2
am, in, and, food: 2
am, in, looking, any: 2
am, in, looking, that: 2
am, in, looking, serves: 2
am, in, looking, food: 2
am, in, any, that: 2
am, in, any, serves: 2
am, in, any, food: 2
